token_id	words	labels
4	como	O
5	patrón	O
6	para	O
7	injertar	O
8	otras	O
9	variedades	O
10	de	O
11	ciruelos	O

1	Zona	O
2	7	O
3	ALLAGOPTERA	O
4	ARENARIA	O
5	(Gomes)	O
6	Kuntze	O
7	Familia:	O
8	Arecaceae	O
9	(Palmae)	O
10	Sinónimos:	O
11	Cocos	O
12	arenaria	O
13	Gomes	O
14	Nombre	O
15	común:	O
16	Coco	O
17	de	O
18	playa	O

1	Lugar	O
2	de	O
3	origen:	O
4	Brasil	O
5	Etimología:	O
6	Allagoptera,	O
7	del	O
8	griego	O
9	allage	O
10	=	O
11	variedad	O
12	y	O
13	pteron	O
14	=	O
15	pluma,	O
16	aludiendo	O
17	a	O
18	los	O
19	diversos	O
20	planos	O
21	en	O
22	que	O
23	se	O
24	insertan	O
25	los	O
26	folíolos	O

1	Arenaria,	O
2	del	O
3	latín	O
4	arenarius-a-um	O
5	=	O
6	que	O
7	crece	O
8	en	O
9	lugares	O
10	arenosos	O

1	Descripción:	O
2	Palmera	O
3	de	O
4	tallo	O
5	corto	O
6	y	O
7	subterráneo,	O
8	a	O
9	veces	O
10	formando	O
11	densos	O
12	grupos	O

1	Hojas	O
2	pinnadas	O
3	con	O
4	6-15	O
5	folíolos	O
6	dispuestos	O
7	en	O
8	grupos	O
9	irregulares	O

1	Inflorescencia	O
2	erecta	O
3	con	O
4	frutos	O
5	ovoides	O
6	de	O
7	color	O
8	verde	O
9	amarillento,	O
10	lisos	O
11	o	O
12	con	O
13	ligera	O
14	pubescencia,	O
15	llegando	O
16	a	O
17	medir	O
18	unos	O
19	1,5-2	O
20	cm	O

1	de	O
2	longitud	O
3	y	O
4	estando	O
5	cubiertos	O
6	en	O
7	parte	O
8	por	O
9	el	O
10	perianto	O
11	persistente	O

1	Datos	O
2	de	O
3	cultivo:	O
4	Se	O
5	multiplica	O
6	por	O
7	semillas	O

1	Se	O
2	puede	O
3	cultivar	O
4	cerca	O
5	del	O
6	mar	O
7	y	O
8	en	O
9	zonas	O
10	arenosas	O
11	y	O
12	suelos	O
13	pobres	O

1	Sus	O
2	frutos	O
3	son	O
4	comestibles	O

1	Zona	O
2	10	O
3	a	O
4	11	O
5	SYAGRUS	O
6	ROMANZOFFIANA	O
7	(Cham	O

1	)	O
2	Glassman	O
3	Familia:	O
4	Arecaceae	O
5	(Palmae)	O
6	Sinónimos:	O
7	Cocos	O
8	romanzoffiana	O
9	Cham	O

1	,	O
2	Arecastrum	O
3	romanzoffianum	O
4	(Cham	O

1	)	O
2	Becc	O

1	Nombre	O
2	común:	O
3	Coco	B
4	plumoso	I

1	Lugar	O
2	de	O
3	origen:	O
4	Centro	O
5	y	O
6	Sur	O
7	de	O
8	Brasil	O

1	Etimología:	O
2	Syagrus,	O
3	nombre	O
4	antiguo	O
5	dado	O
6	a	O
7	una	O
8	clase	O
9	de	O
10	palmera	O

1	Romanzoffiana,	O
2	dedicada	O
3	al	O
4	principe	O
5	ruso	O
6	Nicolás	O
7	Romanzoff,	O
8	quien	O
9	financió	O
10	una	O
11	expedición	O
12	alrededor	O
13	del	O
14	mundo	O
15	en	O
16	el	O
17	siglo	O
18	XIX	O

1	Descripción:	O
2	Palmera	O
3	monoica	O
4	de	O
5	hasta	O
6	10-12	O
7	m	O

1	de	O
2	altura	O
3	y	O
4	30-60	O
5	cm	O

1	de	O
2	grosor,	O
3	con	O
4	el	O
5	tronco	O
6	liso,	O
7	grisáceo,	O
8	a	O
9	veces	O
10	con	O
11	ensanchamientos	O
12	a	O
13	diferentes	O
14	alturas	O

1	Hojas	O
2	pinnadas,	O
3	de	O
4	2-3	O

1	5	O
2	m	O

1	de	O
2	longitud,	O
3	con	O
4	numerosos	O
5	folíolos	O
6	estrechos,	O
7	que	O
8	se	O
9	insertan	O
10	en	O
11	el	O
12	raquis	O
13	en	O
14	varias	O
15	filas	O
16	y	O
17	en	O
18	grupos	O
19	diversos,	O
20	dándole	O
21	a	O
22	la	O
23	hoja	O
24	un	O
25	aspecto	O
26	plumoso	O

1	Inflorescencias	O
2	de	O
3	1	O

1	5-2	O
2	m	O

1	de	O
2	longitud,	O
3	con	O
4	flores	O
5	amarillentas	O

1	Fruto	O
2	anchamente	O
3	ovoide,	O
4	de	O
5	3	O
6	cm	O

1	de	O
2	diámetro,	O
3	con	O
4	fibras	O
5	exteriormente	O

1	Datos	O
2	de	O
3	cultivo:	O
4	Se	O
5	multiplica	O
6	por	O
7	semillas	O
8	que	O
9	tardan	O
10	en	O
11	germinar	O
12	36	O
13	meses	O

1	Muy	O
2	utilizada	O
3	en	O
4	grupos	O
5	y	O
6	alineaciones	O

1	Especie	O
2	resistente	O
3	que	O
4	tolera	O
5	bastante	O
6	bien	O
7	el	O
8	trasplante	O

1	Zonas	O
2	9	O
3	a	O
4	11	O
5	COCOS	O
6	NUCIFERA	O
7	L	O

1	Familia:	O
2	Arecaceae	O
3	(Palmae)	O
4	Nombre	O
5	común:	O
6	Cocotero	O
7	Lugar	O
8	de	O
9	origen:	O
10	Palmera	O
11	nativa	O
12	de	O
13	las	O
14	Islas	O
15	del	O
16	Pacífico	O
17	con	O
18	toda	O
19	probabilidad,	O
20	hoy	O
21	día	O
22	cultivada	O
23	en	O
24	todos	O
25	los	O
26	trópicos	O

1	Etimología:	O
2	Cocos,	O
3	al	O
4	parecer	O
5	proviene	O
6	del	O
7	portugués	O
8	coco	O
9	=	O
10	máscara	O

1	Nucífera,	O
2	del	O
3	latín	O
4	nucifer-a-um	O
5	=	O
6	que	O
7	emite	O
8	nueces	O

1	Descripción:	O
2	Palmera	O
3	monoica	O
4	de	O
5	tronco	O
6	único,	O
7	con	O
8	frecuencia	O
9	inclinado,	O
10	de	O
11	10-20	O
12	m	O

1	de	O
2	altura	O
3	y	O
4	de	O
5	hasta	O
6	50	O
7	cm	O

1	de	O
2	grueso	O
3	en	O
4	la	O
5	base,	O
6	estrechándose	O
7	hacia	O
8	la	O
9	parte	O
10	superior	O

1	Anillos	O
2	espaciados	O
3	irregularmente	O
4	y	O
5	fisuras	O
6	verticales	O

1	Hojas	O
2	pinnadas,	O
3	de	O
4	1	O

1	5-4	O
2	m	O

1	de	O
2	longitud,	O
3	con	O
4	folíolos	O
5	coriáceos	O
6	de	O
7	5070	O
8	cm	O

1	de	O
2	longitud,	O
3	de	O
4	color	O
5	verde-amarillento	O

1	Inflorescencia	O
2	que	O
3	nace	O
4	de	O
5	las	O
6	axilas	O
7	de	O
8	las	O
9	hojas	O
10	inferiores,	O
11	cubierta	O
12	al	O
13	principio	O
14	por	O
15	una	O
16	espata	O
17	de	O
18	hasta	O
19	70	O
20	cm	O

1	de	O
2	longitud	O

1	Fruto	O
2	cubierto	O
3	de	O
4	fibras,	O
5	de	O
6	20-30	O
7	cm	O

1	de	O
2	longitud,	O
3	obovoide,	O
4	con	O
5	la	O
6	pulpa	O
7	comestible	O

1	Datos	O
2	de	O
3	cultivo:	O
4	Tiene	O
5	interés	O
6	comercial	O
7	por	O
8	la	O
9	producción	O
10	de	O
11	sus	O
12	frutos,	O
13	de	O
14	donde	O
15	se	O
16	obtiene	O
17	la	O
18	"""copra"""	O

1	Se	O
2	dice	O
3	que	O
4	es	O
5	la	O
6	planta	O
7	a	O
8	la	O
9	que	O
10	se	O
11	le	O
12	conocen	O
13	más	O
14	aplicaciones	O

1	Los	O
2	cocos	O
3	germinados	O
4	y	O
5	con	O
6	las	O
7	primeras	O
8	hojas	O
9	se	O
10	suelen	O
11	vender	O
12	como	O
13	plantas	O
14	de	O
15	interior	O

1	Zona	O
2	11	O
3	COCCULUS	O
4	LAURIFOLIUS	O
5	(Roxb	O

1	)	O
2	DC	O

1	Familia:	O
2	Menispermaceae	O
3	Sinónimos:	O
4	Menispermum	O
5	laurifolium	O
6	Roxb	O

1	Nombre	O
2	común:	O
3	Cóculo	O
4	Lugar	O
5	de	O
6	origen:	O
7	India,	O
8	Himalaya,	O
9	Malasia,	O
10	China,	O
11	Japón	O

1	Etimología:	O
2	Cocculus	O
3	proviene	O
4	al	O
5	parecer	O
6	del	O
7	griego,	O
8	y	O
9	significa	O
10	de	O
11	fruto	O
12	pequeño	O

1	Laurifolius	O
2	significa	O
3	de	O
4	hojas	O
5	de	O
6	laurel	O
7	o	O
8	parecidas	O
9	a	O
10	las	O
11	de	O
12	éste	O

1	Descripción:	O
2	Arbolito	O
3	siempreverde,	O
4	dioico,	O
5	de	O
6	hasta	O
7	8-10	O
8	m	O
9	de	O
10	altura,	O
11	aunque	O
12	a	O
13	veces	O
14	con	O
15	porte	O
16	solamente	O
17	arbustivo,	O
18	muy	O
19	ramificado	O
20	y	O
21	con	O
22	el	O
23	ramaje	O
24	abierto,	O
25	algo	O
26	colgante	O

1	Tronco	O
2	con	O
3	la	O
4	corteza	O
5	oscura,	O
6	fisurada	O

1	Hojas	O
2	simples,	O
3	alternas,	O
4	dispuestas	O
5	en	O
6	dos	O
7	líneas	O
8	regulares	O
9	sobre	O
10	las	O
11	ramillas	O

1	Tienen	O
2	forma	O
3	oblongo-obovada	O
4	u	O
5	obovada,	O
6	a	O
7	veces	O
8	elíptica,	O
9	de	O
10	8-15	O
11	cm	O
12	de	O
13	longitud	O
14	y	O
15	3-5	O
16	cm	O
17	de	O
18	anchura,	O
19	con	O
20	la	O
21	punta	O
22	acuminada;	O
23	el	O
24	margen	O
25	es	O
26	entero	O
27	y	O
28	poseen	O
29	tres	O
30	nervios	O
31	paralelos	O
32	sobresalientes	O

1	Son	O
2	de	O
3	color	O
4	verde	O
5	lustroso	O
6	y	O
7	de	O
8	textura	O
9	algo	O
10	subcoriácea	O

1	Flores	O
2	pequeñas,	O
3	verdosas,	O
4	dispuestas	O
5	en	O
6	inflorescencias	O
7	axilares	O
8	o	O
9	terminales	O
10	en	O
11	los	O
12	meses	O
13	de	O
14	Mayo-Junio	O

1	Fruto	O
2	en	O
3	drupa	O
4	globosa,	O
5	achatada,	O
6	negra,	O
7	de	O
8	unos	O
9	6	O
10	mm	O
11	de	O
12	diámetro	O

1	Datos	O
2	de	O
3	cultivo:	O
4	Se	O
5	multiplica	O
6	por	O
7	medio	O
8	de	O
9	semillas,	O
10	aunque	O
11	en	O
12	España	O
13	es	O
14	difícil	O
15	conseguirlas,	O
16	quizás	O
17	por	O
18	la	O
19	escasez	O
20	de	O
21	ejemplares	O
22	y	O
23	por	O
24	ser	O
25	un	O
26	árbol	O
27	no	O
28	demandado	O

1	Nosotros	O
2	hemos	O
3	recurrido	O
4	al	O
5	esqueje	O
6	siguiendo	O
7	el	O
8	método	O
9	de	O
10	estaquillas	O
11	de	O
12	madera	O
13	del	O
14	año	O
15	con	O
16	hojas,	O
17	las	O
18	cuales	O
19	fueron	O
20	sumergidas	O
21	durante	O
22	24	O
23	horas	O
24	en	O
25	una	O
26	solución	O
27	del	O
28	40	O
29	%	O
30	de	O
31	ácido	O
32	indolbutírico	O
33	y	O
34	posteriormente	O
35	puestas	O
36	a	O
37	enraizar	O
38	con	O
39	calor	O
40	de	O
41	fondo	O
42	y	O
43	una	O
44	humedad	O
45	ambiental	O
46	del	O
47	85-90	O
48	%,	O
49	obteniendo	O
50	buenos	O
51	resultados	O

1	Especie	O
2	que	O
3	prospera	O
4	bien	O
5	en	O
6	lugares	O
7	umbrosos	O
8	y	O
9	húmedos	O
10	y	O
11	suelos	O
12	frescos	O

1	Tiene	O
2	crecimiento	O
3	lento,	O
4	por	O
5	lo	O
6	que	O
7	no	O
8	es	O
9	árbol	O
10	recomendado	O
11	para	O
12	impacientes	O

1	Muy	O
2	difícil	O
3	de	O
4	adquirir	O
5	en	O
6	viveros	O

1	Zona	O
2	8	O
3	HAMELIA	O
4	PATENS	O
5	Jacq	O

1	Familia:	O
2	Rubiaceae	O
3	Nombre	O
4	común:	O
5	Coloradillo,	O
6	Coralillo	O

1	Lugar	O
2	de	O
3	origen:	O
4	Nativo	O
5	desde	O
6	Méjico	O
7	a	O
8	Bolivia,	O
9	Paraguay,	O
10	Brasil	O
11	e	O
12	islas	O
13	del	O
14	Caribe	O

1	Etimología:	O
2	Hamelia,	O
3	dedicado	O
4	a	O
5	Henri	O
6	Louis	O
7	du	O
8	Hamel	O
9	(1700-1781),	O
10	escritor	O
11	francés	O
12	sobre	O
13	árboles	O
14	y	O
15	arbustos	O

1	Patens	O
2	=	O
3	extendido,	O
4	por	O
5	su	O
6	porte	O

1	Descripción:	O
2	Arbusto	O
3	o	O
4	arbolito	O
5	de	O
6	3-6	O
7	m	O
8	de	O
9	altura,	O
10	con	O
11	las	O
12	ramillas	O
13	tetrágonas,	O
14	pubescentes	O
15	o	O
16	glabras	O

1	Hojas	O
2	de	O
3	elípticas	O
4	a	O
5	obovadas	O
6	o	O
7	lanceoladas	O
8	de	O
9	5-15	O
10	cm	O
11	de	O
12	longitud,	O
13	agudas	O
14	o	O
15	acuminadas	O
16	en	O
17	el	O
18	ápice	O

1	Son	O
2	pubescentes,	O
3	con	O
4	los	O
5	pecíolos	O
6	rojizos	O

1	Flores	O
2	de	O
3	color	O
4	naranja	O
5	o	O
6	escarlata,	O
7	con	O
8	corola	O
9	de	O
10	2	O
11	cm	O
12	de	O
13	diámetro,	O
14	pubescente	O

1	Fruto	O
2	de	O
3	unos	O
4	8	O
5	mm	O
6	de	O
7	longitud,	O
8	amarillo	O
9	al	O
10	principio,	O
11	tornándose	O
12	rojo	O
13	o	O
14	negruzco,	O
15	comestible	O
16	al	O
17	parecer	O

1	Datos	O
2	de	O
3	cultivo:	O
4	Se	O
5	multiplica	O
6	por	O
7	semillas	O
8	y	O
9	por	O
10	esquejes	O

1	Especie	O
2	poco	O
3	difundida	O
4	como	O
5	ornamental	O

1	Planta	O
2	medicinal	O
3	con	O
4	propiedades	O
5	analgésicas,	O
6	antibacterianas,	O
7	antifúngicas,	O
8	antiinflamatorias,	O
9	diuréticas,	O
10	etc	O

1	Zona	O
2	10	O
3	a	O
4	11	O
5	CLUSIA	O
6	MAJOR	O
7	(Jacq	O

1	)	O
2	L	O

1	Familia:	O
2	Guttiferae	O
3	(Clusiaceae)	O
4	Sinónimos:	O
5	Clusia	O
6	rosea	O
7	Jacq	O

1	Nombre	O
2	común:	O
3	Mamey	O
4	silvestre,	O
5	Copey	O
6	Lugar	O
7	de	O
8	origen:	O
9	Nativo	O
10	de	O
11	los	O
12	trópicos	O
13	y	O
14	subtrópicos	O
15	de	O
16	América	O

1	Etimología:	O
2	Clusia,	O
3	en	O
4	honor	O
5	de	O
6	Carolus	O
7	Clusius	O
8	(1526-1609),	O
9	botánico,	O
10	matemático	O
11	y	O
12	gran	O
13	viajero	O

1	Major,	O
2	del	O
3	latín	O
4	=	O
5	el	O
6	más	O
7	grande	O

1	Descripción:	O
2	Árbol	O
3	a	O
4	veces	O
5	epífito	O
6	de	O
7	corteza	O
8	lisa,	O
9	con	O
10	hojas	O
11	obovadas	O
12	de	O
13	10-15	O
14	cm	O
15	de	O
16	longitud,	O
17	coriáceas,	O
18	con	O
19	el	O
20	ápice	O
21	redondeado,	O
22	truncado	O
23	o	O
24	emarginado,	O
25	con	O
26	el	O
27	envés	O
28	amarillento	O

1	Inflorescencias	O
2	terminales	O
3	con	O
4	12	O
5	flores	O
6	de	O
7	4-6	O
8	sépalos	O
9	redondeados	O
10	y	O
11	pétalos	O
12	blancos	O
13	o	O
14	rosados,	O
15	obovados	O
16	o	O
17	casi	O
18	orbiculares,	O
19	de	O
20	3-4	O
21	cm	O
22	de	O
23	longitud,	O
24	con	O
25	la	O
26	base	O
27	cuneada	O

1	Fruto	O
2	globoso	O
3	de	O
4	4-8	O
5	cm	O
6	de	O
7	diámetro,	O
8	con	O
9	semillas	O
10	amarillas	O

1	Datos	O
2	de	O
3	cultivo:	O
4	Se	O
5	multiplica	O
6	por	O
7	esquejes	O
8	o	O
9	por	O
10	acodo	O
11	aéreo	O

1	Requiere	O
2	suelos	O
3	ricos	O
4	y	O
5	húmedos,	O
6	con	O
7	buen	O
8	drenaje	O

1	Su	O
2	madera	O
3	es	O
4	utilizada	O
5	localmente,	O
6	y	O
7	su	O
8	látex	O
9	tiene	O
10	varias	O
11	aplicaciones,	O
12	incluso	O
13	medicinales	O

1	Es	O
2	árbol	O
3	resistente	O
4	a	O
5	la	O
6	salinidad,	O
7	por	O
8	lo	O
9	que	O
10	puede	O
11	cultivarse	O
12	cerca	O
13	de	O
14	la	O
15	costa	O
16	en	O
17	climas	O
18	suaves	O

1	Zona	O
2	11	O
3	SYAGRUS	O
4	SCHIZOPHYLLA	O
5	(Mart	O

1	)	O
2	Glassman	O
3	Familia:	O
4	Arecaceae	O
5	(Palmae)	O
6	Sinónimos:	O
7	Cocos	O
8	schizophylla	O
9	Mart	O

1	,	O
2	Arikuryroba	O
3	schizophylla	O
4	(Mart	O

1	Bailey	O
2	Nombre	O
3	común:	O
4	Palmera	B
5	de	I
6	la	I
7	reina,	I
8	coquitos	O
9	de	O
10	Brasil	O

1	Lugar	O
2	de	O
3	origen:	O
4	Brasil	O

1	Etimología:	O
2	Syagrus,	O
3	nombre	O
4	antiguo	O
5	dado	O
6	a	O
7	una	O
8	clase	O
9	de	O
10	palmera	O

1	Schizophylla,	O
2	del	O
3	griego	O
4	schizo	O
5	=	O
6	dividido	O
7	y	O
8	phyllon	O
9	=	O
10	hoja,	O
11	con	O
12	hojas	O
13	divididas	O

1	Descripción:	O
2	Palmerita	O
3	monoica	O
4	de	O
5	tronco	O
6	único	O
7	llamativo	O
8	por	O
9	los	O
10	restos	O
11	de	O
12	las	O
13	bases	O
14	de	O
15	las	O
16	viejas	O
17	hojas	O
18	que	O
19	lo	O
20	cubren,	O
21	ya	O
22	que	O
23	éstos	O
24	son	O
25	alargados	O
26	a	O
27	la	O
28	manera	O
29	de	O
30	tablillas	O

1	Alcanza	O
2	una	O
3	altura	O
4	de	O
5	2-4	O
6	m	O

1	y	O
2	hasta	O
3	25	O
4	cm	O

1	de	O
2	grueso	O

1	Hojas	O
2	pinnadas	O
3	de	O
4	1-2	O
5	m	O

1	de	O
2	longitud	O
3	que	O
4	se	O
5	arquean	O
6	decorativamente	O

1	Folíolos	O
2	anchos	O
3	que	O
4	se	O
5	entallan	O
6	hacia	O
7	el	O
8	ápice,	O
9	de	O
10	color	O
11	verde	O
12	fuerte	O

1	Pecíolo	O
2	de	O
3	50-80	O
4	cm	O

1	de	O
2	longitud,	O
3	de	O
4	color	O
5	púrpura-negruzco,	O
6	principalmente	O
7	en	O
8	los	O
9	márgenes,	O
10	con	O
11	espinas	O
12	en	O
13	la	O
14	base	O

1	Inflorescencias	O
2	naciendo	O
3	en	O
4	las	O
5	axilas	O
6	de	O
7	las	O
8	hojas	O
9	inferiores	O

1	Fruto	O
2	elipsoide	O
3	de	O
4	2-3	O
5	cm	O

1	de	O
2	longitud,	O
3	de	O
4	color	O
5	amarillonaranja	O
6	brillante	O

1	Datos	O
2	de	O
3	cultivo:	O
4	Se	O
5	multiplica	O
6	por	O
7	semillas,	O
8	que	O
9	se	O
10	deben	O
11	sembar	O
12	lo	O
13	antes	O
14	posible	O

1	Palmera	O
2	rustica	O
3	que	O
4	tolera	O
5	la	O
6	cercanía	O
7	al	O
8	mar	O

1	Permite	O
2	bien	O
3	el	O
4	trasplante	O

1	Se	O
2	suele	O
3	utilizar	O
4	en	O
5	grupos	O

1	Zonas	O
2	10	O
3	a	O
4	11	O
5	CORNUS	O
6	FLORIDA	O
7	L	O

1	Familia:	O
2	Cornaceae	O
3	Nombre	O
4	común:	O
5	Cornejo	O
6	florido,	O
7	Cornejo	O
8	blanco	O
9	Eastern	O
10	flowering	O
11	dogwood,	O
12	Common	O
13	white	O
14	dogwood	O
15	Lugar	O
16	de	O
17	origen:	O
18	Este	O
19	de	O
20	EE	O

1	Etimología:	O
2	Cornus,	O
3	el	O
4	nombre	O
5	latino	O
6	del	O
7	Cornejo	O

1	Florida,	O
2	del	O
3	latín	O
4	floridus-a-um	O
5	=	O
6	que	O
7	produce	O
8	abundante	O
9	floración	O

1	Descripción:	O
2	Arbolito	O
3	caducifolio	O
4	de	O
5	hasta	O
6	10-14	O
7	m	O
8	de	O
9	altura,	O
10	aunque	O
11	normalmente	O
12	alcanza	O
13	menor	O
14	porte,	O
15	con	O
16	hojas	O
17	opuestas,	O
18	ovadas,	O
19	de	O
20	7,5-15	O
21	cm	O
22	de	O
23	longitud	O
24	y	O
25	3,57,5	O
26	cm	O
27	de	O
28	anchura,	O
29	con	O
30	la	O
31	base	O
32	redondeada	O
33	o	O
34	cuneada	O
35	y	O
36	el	O
37	ápice	O
38	con	O
39	punta	O
40	corta	O

1	Pecíolo	O
2	de	O
3	6-18	O
4	mm	O
5	de	O
6	longitud	O

1	Limbo	O
2	de	O
3	color	O
4	verde	O
5	oscuro	O
6	en	O
7	el	O
8	haz	O
9	y	O
10	más	O
11	pálido	O
12	y	O
13	glauco-tomentoso	O
14	en	O
15	el	O
16	envés,	O
17	con	O
18	6-7	O
19	pares	O
20	de	O
21	nervios	O

1	Flores	O
2	pequeñas	O
3	agrupadas	O
4	en	O
5	un	O
6	capítulo	O
7	verdoso	O
8	con	O
9	manchas	O
10	amarillas	O
11	y	O
12	rodeado	O
13	por	O
14	4	O
15	brácteas	O
16	blancas	O
17	de	O
18	forma	O
19	acorazonada	O
20	y	O
21	de	O
22	3,5-5	O
23	cm	O
24	de	O
25	longitud	O

1	Fruto	O
2	carnoso	O
3	de	O
4	color	O
5	escarlata	O

1	Datos	O
2	de	O
3	cultivo:	O
4	Se	O
5	multiplica	O
6	por	O
7	semillas	O
8	y	O
9	por	O
10	injertos,	O
11	siendo	O
12	más	O
13	dificil	O
14	por	O
15	esquejes	O

1	Requiere	O
2	suelos	O
3	fértiles	O
4	y	O
5	con	O
6	buen	O
7	drenaje,	O
8	algo	O
9	ácidos	O

1	Resiste	O
2	mal	O
3	la	O
4	polución	O

1	Exposición	O
2	soleada	O
3	o	O
4	a	O
5	media	O
6	sombra	O

1	Existen	O
2	numerosas	O
3	variedades	O
4	con	O
5	diversas	O
6	coloraciones	O
7	otoñales	O

1	En	O
2	la	O
3	variedad	O
4	'Xanthocarpa'	O
5	los	O
6	frutos	O
7	son	O
8	amarillos	O

1	Su	O
2	madera	O
3	es	O
4	utilizada	O
5	en	O
6	la	O
7	construcción	O
8	de	O
9	ruedas,	O
10	mangos	O
11	de	O
12	herramientas	O
13	y	O
14	tornería	O

1	Es	O
2	planta	O
3	medicinal	O

1	Zona	O
2	7	O
3	CORNUS	O
4	CAPITATA	O
5	Wall	O

1	Familia:	O
2	Cornaceae	O
3	Sinónimos:	O
4	Benthamia	O
5	fragifera	O
6	Lindl	O

1	Nombre	O
2	común:	O
3	Cornejo	O
4	de	O
5	Bentham	O
6	Bentham's	O
7	cornel	O
8	Lugar	O
9	de	O
10	origen:	O
11	Himalaya,	O
12	China	O

1	Etimología:	O
2	Cornus,	O
3	el	O
4	nombre	O
5	latino	O
6	del	O
7	Cornejo	O

1	Capitata,	O
2	del	O
3	latín	O
4	capitatus-a-um,	O
5	en	O
6	densas	O
7	cabezuelas,	O
8	refiriéndose	O
9	a	O
10	los	O
11	frutos	O

1	Descripción:	O
2	Árbol	O
3	perennifolio	O
4	de	O
5	8-10	O
6	m	O
7	de	O
8	altura,	O
9	a	O
10	veces	O
11	con	O
12	porte	O
13	de	O
14	arbusto	O

1	Hojas	O
2	opuestas,	O
3	coriáceas,	O
4	de	O
5	estrechas	O
6	a	O
7	anchamente	O
8	elípticas,	O
9	cuneiformes	O
10	en	O
11	ambos	O
12	extremos	O

1	Miden	O
2	5-12	O

1	5	O
2	cm	O
3	de	O
4	longitud	O
5	por	O
6	2-4	O

1	5	O
2	cm	O
3	de	O
4	anchura	O

1	Pecíolo	O
2	de	O
3	6-18	O
4	mm	O
5	de	O
6	longitud	O

1	Limbo	O
2	de	O
3	color	O
4	verde	O
5	brillante	O
6	y	O
7	cubierto	O
8	en	O
9	ambas	O
10	caras	O
11	con	O
12	densa	O
13	pilosidad	O

1	Flores	O
2	pequeñas	O
3	agrupadas	O
4	en	O
5	masas	O
6	hemisféricas	O
7	de	O
8	1	O

1	2	O
2	cm	O
3	de	O
4	diámetro,	O
5	con	O
6	4-6	O
7	brácteas	O
8	de	O
9	color	O
10	amarillo	O
11	azufre	O
12	de	O
13	3-5	O
14	cm	O
15	de	O
16	longitud	O

1	Fruto	O
2	bacciforme	O
3	de	O
4	color	O
5	escarlata	O
6	y	O
7	con	O
8	aspecto	O
9	de	O
10	fresa	O

1	Contiene	O
2	numerosas	O
3	semillas	O

1	Datos	O
2	de	O
3	cultivo:	O
4	Se	O
5	multiplica	O
6	por	O
7	semillas	O
8	y	O
9	por	O
10	esquejes	O

1	Requiere	O
2	suelos	O
3	neutros	O
4	o	O
5	ligeramente	O
6	ácidos	O
7	y	O
8	humedad	O

1	Exposición	O
2	a	O
3	media	O
4	sombra	O
5	o	O
6	al	O
7	sol	O

1	Soporta	O
2	muy	O
3	bien	O
4	el	O
5	frío	O

1	Se	O
2	cultiva	O
3	por	O
4	sus	O
5	flores	O
6	y	O
7	sus	O
8	frutos	O
9	ornamentales	O

1	Zona	O
2	7	O
3	CORNUS	O
4	MAS	O
5	L	O

1	Familia:	O
2	Cornaceae	O
3	Nombre	O
4	común:	O
5	Cornejo	O
6	macho,	O
7	Cornejo	O
8	de	O
9	Cornelia	O
10	Lugar	O
11	de	O
12	origen:	O
13	Centro	O
14	y	O
15	sureste	O
16	de	O
17	Europa	O

1	Etimología:	O
2	Cornus,	O
3	el	O
4	nombre	O
5	latino	O
6	del	O
7	Cornejo	O

1	Mas	O
2	=	O
3	masculino,	O
4	al	O
5	parecer	O
6	por	O
7	el	O
8	tiempo	O
9	que	O
10	tardan	O
11	las	O
12	plantas	O
13	jóvenes	O
14	en	O
15	florecer	O

1	Descripción:	O
2	Arbolito	O
3	caducifolio	O
4	de	O
5	6-8	O
6	m	O
7	de	O
8	altura,	O
9	a	O
10	veces	O
11	sólo	O
12	un	O
13	arbusto,	O
14	con	O
15	hojas	O
16	opuestas,	O
17	ovadas,	O
18	de	O
19	3	O

1	5-10	O
2	cm	O
3	de	O
4	longitud	O
5	y	O
6	2-3	O

1	5	O
2	cm	O
3	de	O
4	anchura,	O
5	de	O
6	ápice	O
7	puntiagudo	O
8	y	O
9	base	O
10	cuneada	O
11	o	O
12	redondeada	O

1	Pecíolo	O
2	de	O
3	6	O
4	mm	O
5	de	O
6	longitud	O

1	Limbo	O
2	verde	O
3	oscuro	O
4	en	O
5	ambas	O
6	caras,	O
7	con	O
8	pelos	O
9	en	O
10	las	O
11	nerviaciones	O
12	y	O
13	3-5	O
14	pares	O
15	de	O
16	nervios	O

1	Flores	O
2	de	O
3	4	O
4	mm	O
5	de	O
6	diámetro	O
7	de	O
8	color	O
9	amarillo,	O
10	dispuestas	O
11	en	O
12	umbelas	O

1	Aparecen	O
2	antes	O
3	que	O
4	las	O
5	hojas	O

1	Involucro	O
2	de	O
3	brácteas	O
4	más	O
5	cortas	O
6	que	O
7	las	O
8	flores	O

1	Fruto	O
2	drupáceo,	O
3	oblongo,	O
4	rojo	O
5	brillante	O

1	Datos	O
2	de	O
3	cultivo:	O
4	Se	O
5	multiplica	O
6	por	O
7	semillas,	O
8	que	O
9	requieren	O
10	estratificación	O

1	Por	O
2	esquejes	O
3	no	O
4	es	O
5	facil,	O
6	y	O
7	requiere	O
